texto_conversacion,intencion_consenso,intencion_heuristica_baseline,fuente,fecha,estado_crm,etiqueta_crm
ETIQUETA: Cotización Obra | ESTADO: Contactado | NOTAS: COTIZACION DE GRADAS LINEALES SUR DE QUITO,COT,COT,CRM2,25/10/2023,Contactado,Cotización Obra
ETIQUETA: Construex | ESTADO: Construex | CONSULTA: INTERESADO EN ADITIVO,TEC,INF,CRM2,22/08/2024,Construex,Construex
ETIQUETA: Venta ganada | ESTADO: Cliente Frecuente | NOTAS: se envió presentación e información,VEN,INF,CRM1,16/02/2023,Cliente Frecuente,Venta ganada
CIUDAD: Cuenca | MENSAJE: Por favor los ácidos tuvimos un pequeño reajuste,INF,INF,WhatsApp,24/11/2025,,
"ETIQUETA: Cotizacion Materiales, Venta ganada | ESTADO: Cliente Frecuente | NOTAS: 160M2 MICRO",VEN,COT,CRM1,16/06/2023,Cliente Frecuente,"Cotizacion Materiales, Venta ganada"
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: COTIZACION MATERIALES C/E GYE 145 M2",COT,COT,CRM2,31/08/2023,Contactado,"Cotizacion Materiales, Informacion General"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA.INF. C/E,INF,INF,CRM2,25/06/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: APLICADORES | NOTAS: CLIENTE CONSTRUEX,se envió información general y catalogo",INF,INF,CRM2,18/07/2024,APLICADORES,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola buenos días. Asesor: Cual es tu nombre? Cliente: Queria consultar cuanto cuesta el m2 de microcemento, ya colocado. Asesor: Yo me  | NOTAS: se envió información general y catalogo, cliente interesado en microcemento",COT,INF,CRM2,01/07/2024,Contactado,Informacion General
ETIQUETA: Venta ganada | ESTADO: Cliente Frecuente | NOTAS: Se envia cotizaciones,VEN,COT,CRM1,15/05/2023,Cliente Frecuente,Venta ganada
"ETIQUETA: Envio masivo whasapp, Email - Numero inválido | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo",,INF,CRM1,17/02/2023,Contactado,"Envio masivo whasapp, Email - Numero inválido"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: SALUDOS BUENAS TARDES Asesor: Cual es tu nombre? Cliente: BYRON GOMEZ LE SALUDA Asesor: Yo me encargo de ponerte en contacto con un ase | NOTAS: INFO PIGMENTO",INF,INF,CRM2,14/05/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: PISO TEXTURIZADO PINTERES,INF,INF,CRM1,09/06/2023,Contactado,Informacion General
"ETIQUETA: Informacion General, Seguimiento de presentacion | ESTADO: En seguimiento",SEG,SEG,CRM1,07/06/2023,En seguimiento,"Informacion General, Seguimiento de presentacion"
CIUDAD: Quito | MENSAJE: Qué tal compañeros aplicadores porseacaso alguien tiene 1 galón de ácido verde piedra?? <Se editó este mensaje.>,INF,INF,WhatsApp,22/4/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: llamada telefónica información de microcemento,INF,INF,CRM1,01/06/2023,Contactado,Informacion General
"CIUDAD: Quito | MENSAJE: Buenas tardes, gracias.",INF,INF,WhatsApp,17/2/2025,,
CIUDAD: Quito | MENSAJE: Tenga la bondad le escribo por interno,INF,INF,WhatsApp,21/4/2026,,
"ETIQUETA: Cotización Obra, Informacion General | ESTADO: Contactado | NOTAS: 1000 M2 C/E - ADOQUIN",COT,INF,CRM2,07/08/2023,Contactado,"Cotización Obra, Informacion General"
CIUDAD: Quito | MENSAJE: Ese acabado se puede hacer en efecto con un stencil,INF,INF,WhatsApp,1/12/2025,,
ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE INTERESADO EN CONCRETO ESTAMPADO PARA PISOS - CLIENTE CONSTRUEX,INF,SEG,CRM2,04/04/2024,En seguimiento,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CONTACTO TELEFONICO ERIKA,está interesado en el curso",CUR,CUR,CRM1,31/03/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,se envio informacion general",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
CIUDAD: Manta | MENSAJE: Está bien el correo,INF,INF,WhatsApp,25/4/2024,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envía catálogos y presentación jeva,INF,INF,CRM1,28/03/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenas tardes busco una cotizacion de microcemento Asesor: Cual es tu nombre? Cliente: augusta Asesor: Excelente Augusta. Yo me encargo | NOTAS: se envio información general y catalogo . interesado en microcemento",COT,COT,CRM2,01/07/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: I/G y curso,CUR,CUR,CRM1,10/07/2023,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: visitaron oficina con su esposo Sr Víctor Campos, cotización materiales microcemento",COT,COT,CRM1,07/07/2023,Contactado,Cotizacion Materiales
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: BASE CLIENTE/FERRETERIA,se envio informacion general y catalogos",INF,INF,CRM2,13/05/2024,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Venta ganada, Informacion General | ESTADO: Venta ganada | NOTAS: TINTE SOLVENTE CON SELLO 70 M2",VEN,COT,CRM1,13/06/2023,Venta ganada,"Cotizacion Materiales, Venta ganada, Informacion G"
CIUDAD: Quito | MENSAJE: Saludos el material que se usa es Mortero Thinset de color,INF,INF,WhatsApp,21/4/2026,,
CIUDAD: Loja | MENSAJE: Que adjunto catálogos de moldes que son bajo pedido,INF,INF,WhatsApp,22/5/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: FERIA CLAVE CUMBAYA. DISEÑADORES,INF,INF,CRM2,21/06/2024,Contactado,Informacion General
CIUDAD: Cuenca | MENSAJE: Con estos colores seria,INF,INF,WhatsApp,24/11/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envía catálogos y presentación,INF,INF,CRM1,28/03/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: costos y modelos | NOTAS: se envió WhatsApp,COT,COT,CRM1,26/02/2023,Contactado,Informacion General
ETIQUETA: Cotización Obra | ESTADO: Contactado | NOTAS: 420 C/E IBARRA,COT,INF,CRM2,04/03/2024,Contactado,Cotización Obra
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió catalogas y presentación,INF,INF,CRM1,08/05/2023,Contactado,Informacion General
ETIQUETA: No concretada | ESTADO: Cliente Frecuente | NOTAS: personal de oficina,INF,INF,CRM2,13/11/2023,Cliente Frecuente,No concretada
CIUDAD: Manta | MENSAJE: Se eliminó este mensaje.,INF,INF,WhatsApp,27/5/2024,,
CIUDAD: Quito | MENSAJE: ‎IMG-20250226-WA0034.jpg (archivo adjunto),,INF,WhatsApp,26/2/2025,,
"ETIQUETA: Cotización Obra, Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: es posible precio por m2 Asesor: Cual es tu nombre? Cliente: de p | NOTAS: Desea colocar micro cemento en laminas de fibrocemento -400 m2",COT,COT,CRM2,16/04/2024,Contactado,"Cotización Obra, Cotizacion Materiales, Informacio"
"ETIQUETA: Email inválido | ESTADO: Contactado | NOTAS: numero repetido,BASE DE DATOS",,INF,CRM2,09/11/2023,Contactado,Email inválido
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Moldes para concreto,INF,INF,CRM2,10/08/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envia mail y catalogos,INF,INF,CRM1,09/03/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Estimado Señor Efrain usted ya realizo el curso si quiere solo recordar con mucho gusto para nuestro siguiente taller,CUR,CUR,WhatsApp,27/3/2026,,
"ETIQUETA: Cotización Obra, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes, ustedes tienen acabado tipo hormigón para fachadas? Asesor: Cual es tu nombre? Cliente: Juan Mendoza Asesor: Excelente J | NOTAS: Se envió información general y catalogo . inf estampado en pared",COT,INF,CRM2,04/07/2024,Contactado,"Cotización Obra, Informacion General"
"ETIQUETA: Email - Numero inválido | ESTADO: numero no valido | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: A VER SI POR FAVOR ME COTIZAS Asesor: Cual es tu nombre? Cliente: SALUDOS Aseso",COT,INF,CRM2,19/10/2024,numero no valido,Email - Numero inválido
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hacen envíos para España? Asesor: Cual es tu nombre? Cliente: Francisco Asesor: Excelente Francisco. Yo me encargo de ponerte en contac | NOTAS: SE ENVIÓ INFO POR MAIL SOBRE EXPORTACIÓN DE PRODUCTOS A ESPAÑA",INF,INF,CRM2,22/08/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se envió información general y catálogos,Información sobre microcemento, se encuentra en Guayaquil",INF,INF,CRM2,21/09/2023,Contactado,Informacion General
"ETIQUETA: Informacion General, Asesoramiento Tecnico | ESTADO: Cliente Frecuente | NOTAS: 90 m2 micro condado",TEC,INF,CRM1,06/07/2023,Cliente Frecuente,"Informacion General, Asesoramiento Tecnico"
"ETIQUETA: Informacion General, Pichincha, Construex | ESTADO: Contactado | NOTAS: CLIENTE CONSTRUEX INTERESADO EN ADITIVOS",TEC,INF,CRM2,30/07/2024,Contactado,"Informacion General, Pichincha, Construex"
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envío cotización , contacto referido de Martha",COT,INF,CRM1,24/03/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola, buena tarde Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: necesito una cotización por microcemento Asesor: Cua | NOTAS: cotizacion de micro y concreto estampado para 282m2 para olon",COT,COT,CRM1,09/06/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola me gustaría información de los productos y servicios que ofrecen Asesor: Cual es tu nombre? Cliente: Oscar Asesor: Excelente Oscar | NOTAS: se envió WhatsApp",INF,INF,CRM1,26/02/2023,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: Nos puede enviar costos de productos porfavor,COT,COT,WhatsApp,27/5/2024,,
ETIQUETA: Email inválido | ESTADO: numero no valido | CONSULTA: ¡Hola! Me llamo Laura y estoy encantada de saludarte. Quería escribirte porque me ha parecido interesante comentar contigo la posibilidad de que tu negocio aparezca cada mes en *periódicos digitales c,INF,INF,CRM1,22/06/2023,numero no valido,Email inválido
CIUDAD: Manta | MENSAJE: Una consulta tenemos un cliente que necesita intervenir 140 m2 de Microcemento  en Manta,INF,INF,WhatsApp,9/9/2025,,
"ETIQUETA: Informacion General | ESTADO: En seguimiento | CONSULTA: Servicio de microcemento en piso, y también educarnos con cursos para este acabafo | NOTAS: se le envió información general y catálogos,,Se le remitió con el aplicador de Guayaquil",CUR,CUR,CRM2,06/08/2023,En seguimiento,Informacion General
"ETIQUETA: Cotización Obra, Cotizacion Materiales, Informacion General | ESTADO: En seguimiento | NOTAS: oficina Erika,Se envió WhatsApp de seguimiento",COT,COT,CRM1,21/04/2023,En seguimiento,"Cotización Obra, Cotizacion Materiales, Informacio"
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: SE ENVIO CATALOGOS Y PRESENTACION BASE DE DATOS,,INF,CRM1,23/03/2023,Nuevo,Email - Numero inválido
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO ACIDOS Y ECOLOGICOS,INF,INF,CRM2,18/09/2023,Contactado,Informacion General
ETIQUETA: Venta ganada | ESTADO: Venta ganada | NOTAS: se envio cotización microcemento por 120 m2 en cumbaya se programa visita dia martes 4 falta confirmar hora,VEN,INF,CRM1,31/03/2023,Venta ganada,Venta ganada
ETIQUETA: Email inválido | ESTADO: Nuevo,,INF,CRM1,06/03/2023,Nuevo,Email inválido
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenos dias Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: me gustaria comprar un molde Asesor: Cual es tu nombre? Cl | NOTAS: INFO MOLDES",INF,VEN,CRM2,17/09/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO INFROMACION GENERAL Y CATALOGOS,INF,INF,CRM2,20/11/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Recuerden que el precio final dependerá del concreto u hormigon quw vayan a usar. Espesor resistencia etc etc,COT,COT,WhatsApp,25/6/2024,,
CIUDAD: Guayaquil | MENSAJE: Y la copia del contrato que usted dijo,INF,INF,WhatsApp,5/3/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenas tardes Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: quisiera saber el costo de un material Asesor: Cual es t | NOTAS: Se envía catalogo general de nuestros productos.",COT,COT,CRM2,25/10/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le envió información general,INF,INF,CRM2,08/08/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenas tardes busco información sobre el piso plantillado, costos , materiales Asesor: Cual es tu nombre? Cliente: Paul Asesor: Excelen | NOTAS: INFO C/E 30 m2 mitad del mundo",COT,COT,CRM2,10/09/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Quiero darle un acabado con cemento a mi parqueadero, serían casi 100metros cuadrados. Deseo saber el Valor estimado. La superficie está lista | NOTAS: desea colocar concreto estampado en su parqueadero,95 m2 de concreto estampado - valle de los chillos",COT,INF,CRM2,30/10/2023,Contactado,Informacion General
"ETIQUETA: Venta ganada, Informacion General | ESTADO: Contactado | NOTAS: se envio catálogos de ácidos y colores de microcemento",VEN,INF,CRM1,06/07/2023,Contactado,"Venta ganada, Informacion General"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas noches, requiero cotizar concreto estampado Asesor: Cual es tu nombre? Cliente: Irene Asesor: Excelente Irene. Yo me encargo de  | NOTAS: cliente interesado en concreto decorativo, se envió información general y catalogo",COT,INF,CRM2,08/06/2024,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: ‎IMG-20240528-WA0015.jpg (archivo adjunto),,INF,WhatsApp,5/3/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió WhatsApp e información y mail pigmentos,INF,INF,CRM1,13/02/2023,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola qusiera saber si ustedes poseen pigmento color tomate para hormigón ? Asesor: Cual es tu nombre? Cliente: Yadira Reinoso Asesor: Y | NOTAS: PIGMENTO 125 kg",COT,COT,CRM2,13/10/2023,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Guayaquil | MENSAJE: ‎PTT-20251014-WA0004.opus (archivo adjunto),,INF,WhatsApp,14/10/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CONSTRUCTORA,se envio información y catalogo general.",INF,INF,CRM2,29/05/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días en Quito en que parte se encuentran Asesor: Cual es tu nombre? Cliente: Byron Hernández Asesor: Yo me encargo de ponerte en | NOTAS: info general",INF,INF,CRM2,01/08/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Marina buenos días necesito ayuda mi número es 0992940496 Asesor: Cual es tu nombre? | NOTAS: SE ENVIÓ SALUDO GENERAL POR WHATSAPP",INF,INF,CRM2,05/08/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Podrían enviar la ubicación del restaurante por favor,INF,INF,WhatsApp,28/3/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le envió información general y catálogos,Interesado en la casa abierta y curos en Quito",CUR,INF,CRM2,24/08/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: C/E LATACUNGA PROYECTO 300 M2 PRIMERO 26 M2,INF,INF,CRM2,30/08/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días me gustaría asistir al evento Asesor: Cual es tu nombre? Cliente: Roger Nieto Asesor: Excelente Roger. Yo me encargo de pon | NOTAS: Cliente interesado en el curso, se envió información general quedo en confirmar",CUR,CUR,CRM2,11/04/2024,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: Buenas noches gracias por la invitación,INF,INF,WhatsApp,4/3/2025,,
ETIQUETA: Email - Numero inválido | ESTADO: numero no valido | NOTAS: Numero incorrecto,,INF,CRM2,30/10/2023,numero no valido,Email - Numero inválido
"ETIQUETA: Venta ganada, Informacion General | ESTADO: Contactado | NOTAS: se le facturo materiales para microcemento para 30m2",VEN,INF,CRM1,29/05/2023,Contactado,"Venta ganada, Informacion General"
"ETIQUETA: Informacion General, Desuscripto | ESTADO: Contactado",INF,INF,CRM1,07/06/2023,Contactado,"Informacion General, Desuscripto"
ETIQUETA: Cotización Obra | ESTADO: Contactado | NOTAS: COTIZACION 150 M2 CE EN CUENCA,COT,COT,CRM2,02/04/2024,Contactado,Cotización Obra
ETIQUETA: Email - Numero inválido | ESTADO: En seguimiento | NOTAS: se envío catálogos y presentación,,SEG,CRM1,28/03/2023,En seguimiento,Email - Numero inválido
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: Se le envió información general y catálogos,La obra esta en ambato, cliente remitido a un maestro en Ambato",COT,COT,CRM2,21/08/2023,Contactado,"Cotizacion Materiales, Informacion General"
ETIQUETA: Info sobre microcemento | ESTADO: Contactado | CONSULTA: Ayúdeme con el precio y la presentación del micro cemento para lechadas | NOTAS: SE CONTACTÓ POR WHATSAPP,COT,COT,CRM2,04/09/2024,Contactado,Info sobre microcemento
